Company,Location,Industry,Date,Total Employees,Laid Off,Percentage,Department,Funds Raised,Stage
Company49,New York,Fintech,2025-10-22,6495,287.0,4.42,Operations,2B,IPO
Company3,UK,Cloud,2023-02-10,1916,,,Product,2B,Private
Company4,USA,Fintech,2025-11-18,38532,84.0,0.22,Marketing,,Public
Company24,New York,Fintech,2021-05-29,21725,1668.0,7.68,Finance,100M,Series A
Company31,London,Software,2023-08-03,46485,2190.0,4.71,Product,Not specified,Private
Shopify,Canada,Fintech,28/01/2022,23785,2149.0,9.04,Design,1B,IPO
Company9,New York,Hardware,2023-10-31,32688,1102.0,3.37,Engineering,,IPO
Company48,,Fintech,2020-10-04,47266,4384.0,9.28,Operations,1B,IPO
Company46,,E-commerce,2023-03-01,7554,161.0,2.13,Marketing,,Private
Company47,London,Entertainment,2025-12-23,38170,2384.0,6.25,Finance,1B,Series A
Company50,London,Cloud,2022-03-20,28491,759.0,2.66,Marketing,Not specified,Private
Company2,Seattle,E-commerce,2023-01-01,3860,81.0,2.1,Operations,2B,Public
Company49,UK,Fintech,2025-09-01,49586,,,Product,2B,Series A
Company34,,Fintech,2023-10-26,43549,,,Operations,500M,Private
Company50,,Social Media,2023-02-26,49481,3602.0,7.28,Design,2B,Public
Company13,San Francisco,Social Media,2021-08-31,22996,1787.0,7.77,Operations,1B,Series A
Company13,France,Hardware,2022-01-09,39452,2413.0,6.12,HR,,IPO
Company31,,Hardware,2025-05-12,6413,645.0,10.06,Sales,1B,Public
Company28,Germany,Entertainment,2025-01-27,19857,1278.0,6.44,Operations,500M,Series A
Company34,,Automotive,2020-06-10,11431,279.0,2.44,Design,5B+,IPO
Company8,India,Entertainment,2020-04-20,22686,,,Finance,100M,Public
Company40,UK,E-commerce,2025-10-18,3421,212.0,6.2,Product,500M,Series A
Company20,,Software,2021-06-07,22831,1667.0,7.3,Engineering,100M,Private
Company22,India,Hardware,2022-03-10,2865,222.0,7.75,Engineering,Not specified,Series A
Shopify,New York,Hardware,2025-01-26,21151,,,Operations,5B+,Private
Company17,Seattle,Cloud,2021-10-12,24057,,,Design,1B,Private
Company25,Seattle,E-commerce,2025-12-27,38598,127.0,0.33,HR,1B,Private
Company37,UK,Entertainment,2022-07-10,46518,482.0,1.04,Design,500M,Public
Amazon,Seattle,Automotive,2025-07-26,14509,1065.0,7.34,Design,2B,Series A
Company43,New York,Hardware,2020-07-09,43072,2876.0,6.68,HR,,Public
Meta,London,Hardware,2023-01-29,23576,55.0,0.23,Engineering,500M,Series A
Company22,Seattle,Hardware,2024-09-12,6290,362.0,5.76,Marketing,500M,Public
Company14,Germany,Cloud,2023-02-19,11119,200.0,1.8,HR,5B+,Public
Company11,Canada,Fintech,2020-12-28,49875,669.0,1.34,Operations,2B,Private
Snowflake,,Software,2020-05-24,47225,2783.0,5.89,HR,500M,IPO
Company14,New York,E-commerce,2023-01-18,37534,25.0,0.07,Finance,1B,Private
Company44,New York,Software,2022-12-08,44874,1249.0,2.78,Operations,1B,Series A
Company41,San Francisco,Fintech,2023-07-15,20844,411.0,1.97,Sales,1B,Series A
Company44,,Entertainment,2022-08-03,27578,1189.0,4.31,Sales,500M,Series A
Company25,UK,Automotive,2021-09-20,48366,4024.0,8.32,Product,100M,IPO
Company30,,Cloud,2021-11-15,47057,1628.0,3.46,HR,100M,Private
Snowflake,Canada,Hardware,2021-10-04,46608,,,Engineering,500M,Public
Company45,United States,Fintech,2021-03-23,15799,737.0,4.66,Finance,1B,Public
Company33,Canada,E-commerce,2023-11-24,13363,199.0,1.49,Marketing,2B,Series A
Uber,Seattle,Hardware,2023-07-20,43679,741.0,1.7,Product,Not specified,Public
Zoom,UK,Software,2024-09-30,37281,1323.0,3.55,Finance,Not specified,IPO
Company31,,Automotive,2022-07-30,23831,913.0,3.83,Product,,IPO
Company2,US,Hardware,2025-05-28,2439,56.0,2.3,Sales,100M,Series A
Company30,France,Fintech,2023-12-11,31552,2154.0,6.83,Finance,500M,Series A
DoorDash,India,Social Media,2025-10-05,18801,664.0,3.53,Engineering,100M,Private
Company1,San Francisco,Hardware,2022-11-29,45135,1086.0,2.41,Engineering,100M,Public
Company9,,Fintech,2023-08-05,34787,1413.0,4.06,Product,1B,Series A
Company33,UK,Entertainment,2022-08-17,39059,2918.0,7.47,Sales,2B,IPO
Microsoft,London,Hardware,2023-09-17,41040,3524.0,8.59,Marketing,1B,Series A
Company34,France,Hardware,2021-06-01,48207,1134.0,2.35,Design,2B,Public
Google,Germany,Entertainment,2021-10-07,36319,1598.0,4.4,Product,500M,IPO
Company35,San Francisco,Social Media,2020-02-23,3722,399.0,10.72,HR,500M,IPO
Company38,Seattle,Software,2021-02-04,48218,40.0,0.08,Operations,Not specified,Private
Company33,Seattle,Social Media,2021-06-20,43321,4029.0,9.3,Operations,5B+,Public
Company40,Germany,Entertainment,2021-06-04,1530,,,Engineering,500M,Series A
Intel,,Cloud,2021-04-20,11866,1132.0,9.54,Sales,,Series A
Company24,London,Automotive,2022-02-20,29646,1685.0,5.68,Product,2B,Public
Company27,,Software,2021-06-03,33807,1287.0,3.81,Operations,500M,Public
Company9,US,Automotive,2025-09-21,5674,173.0,3.05,Product,,Series A
Oracle,United States,Social Media,2022-05-11,12145,,,Operations,100M,Private
Company40,Seattle,Cloud,25/10/2021,10180,397.0,3.9,Finance,Not specified,Series A
Company44,Canada,Hardware,2022-07-11,4216,375.0,8.89,Product,500M,Public
Company14,UK,Automotive,2025-06-06,21947,210.0,0.96,Design,2B,IPO
Company32,USA,Fintech,2021-01-21,45864,,,Design,5B+,Public
Snowflake,Canada,Hardware,2025-05-02,2634,47.0,1.78,Product,100M,Public
Company11,United States,Software,2021-09-14,14275,589.0,4.13,Operations,,Private
Company30,San Francisco,Social Media,2021-02-23,37442,2694.0,7.2,Marketing,2B,Public
Twitter,Canada,Fintech,2024-10-17,6088,411.0,6.75,HR,,Public
Company1,,Entertainment,2023-07-08,39749,1636.0,4.12,Operations,500M,Private
Company26,UK,Hardware,2024-03-17,36190,421.0,1.16,Marketing,500M,Series A
Company15,,E-commerce,2025-06-10,34188,1744.0,5.1,Design,500M,Series A
Company30,UK,E-commerce,2020-01-11,6983,85.0,1.22,Engineering,1B,Public
Company23,USA,Entertainment,2021-03-06,5089,239.0,4.7,Operations,2B,Public
Company46,,Cloud,2025-08-16,7618,,,Engineering,,Public
Meta,,E-commerce,2025-07-21,15863,,,Engineering,,Public
Company35,London,Software,2021-03-19,15312,748.0,4.89,Marketing,2B,Public
Company19,Seattle,Fintech,2022-07-01,2535,,,Sales,500M,Private
Palantir,Canada,E-commerce,2024-03-18,12687,98.0,0.77,Engineering,Not specified,Private
Company47,,Entertainment,2021-07-25,17562,,,Engineering,5B+,Series A
Stripe,Germany,E-commerce,2021-10-07,14286,630.0,4.41,HR,Not specified,IPO
Apple,France,Fintech,2023-12-28,13644,448.0,3.28,Sales,500M,Series A
Intel,,Automotive,2022-11-28,22514,135.0,0.6,Marketing,Not specified,Private
Company14,Germany,Cloud,2023-12-16,26379,1642.0,6.22,Operations,100M,IPO
Company44,San Francisco,Software,2020-11-22,21946,1654.0,7.54,HR,2B,Series A
Company15,Germany,E-commerce,2022-03-28,40383,1487.0,3.68,Finance,Not specified,IPO
Zoom,US,E-commerce,2021-07-23,18045,,,Finance,5B+,Public
Uber,UK,Fintech,2025-02-17,44998,2738.0,6.08,Sales,500M,Private
Company2,UK,Social Media,2025-01-29,18809,663.0,3.52,HR,500M,IPO
Company24,Seattle,Social Media,2023-01-15,10566,568.0,5.38,Marketing,500M,IPO
Company45,,Hardware,08/12/2023,13303,,,Finance,Not specified,IPO
Company21,Seattle,E-commerce,2025-09-04,26613,281.0,1.06,Product,100M,Series A
Company18,France,Software,2021-11-04,3321,407.0,12.26,Sales,Not specified,Series A
Company11,London,Cloud,2023-09-26,4194,191.0,4.55,Design,2B,IPO
Company37,France,Automotive,2021-09-02,19944,990.0,4.96,Sales,500M,IPO
Company38,Germany,Fintech,2024-12-30,3340,,,Product,500M,IPO
Company34,United States,Fintech,2022-10-20,42106,552.0,1.31,Product,1B,Public
Company37,UK,Software,2024-09-05,6914,626.0,9.05,Product,5B+,Series A
Company31,US,E-commerce,2022-07-08,49784,4169.0,8.37,Design,500M,IPO
Company50,US,E-commerce,2020-10-10,31131,572.0,1.84,Product,100M,Private
Company46,UK,Social Media,2023-09-06,22614,1247.0,5.51,Finance,500M,Series A
Company47,Seattle,Cloud,2021-08-23,24915,2375.0,9.53,Design,2B,Private
Company32,UK,Cloud,2023-12-31,39397,,,Sales,1B,Private
Company22,,Software,2022-09-27,37843,560.0,1.48,Design,500M,Public
Palantir,US,Fintech,2024-08-28,43687,601.0,1.38,Engineering,Not specified,IPO
Company23,US,Automotive,2024-11-06,26595,911.0,3.43,HR,1B,Private
Company49,UK,Cloud,2020-02-18,19156,201.0,1.05,Engineering,100M,Series A
Twitter,US,Cloud,2023-06-06,44548,842.0,1.89,Operations,1B,Series A
Company41,UK,Entertainment,2021-01-13,48356,4491.0,9.29,Design,,Private
Uber,Germany,Entertainment,10/07/2021,38062,,,Finance,Not specified,Private
Company21,UK,Social Media,2022-06-05,8093,857.0,10.59,Engineering,100M,Private
Company48,US,Social Media,2022-10-14,2300,,,Engineering,100M,Private
Company5,London,Entertainment,2022-09-12,14336,331.0,2.31,Product,100M,Private
Company50,London,Fintech,2021-01-18,17693,23.0,0.13,HR,5B+,Series A
Palantir,,Fintech,2023-01-27,20563,452.0,2.2,Operations,1B,Public
Company46,,Software,2020-07-08,41537,202.0,0.49,HR,,Private
Company27,,E-commerce,2022-01-11,6714,,,Engineering,1B,Series A
Company32,Seattle,Automotive,25/09/2022,8084,38.0,0.47,Engineering,1B,Series A
Company33,Germany,Entertainment,2020-09-02,33391,2157.0,6.46,Marketing,2B,IPO
Netflix,San Francisco,Entertainment,2020-09-13,42326,3751.0,8.86,Operations,1B,Private
Company17,,Hardware,2022-06-10,8543,252.0,2.95,Finance,Not specified,Public
Company34,UK,Automotive,2020-01-17,41423,249.0,0.6,Finance,500M,Series A
Uber,Canada,Cloud,2023-03-18,17310,539.0,3.11,Design,Not specified,Private
Company8,Canada,Entertainment,2021-10-23,31856,1769.0,5.55,Design,5B+,IPO
Company24,Canada,Software,2021-11-15,47545,4222.0,8.88,Product,5B+,Private
Company49,,E-commerce,2022-02-12,4240,281.0,6.63,HR,1B,Series A
Company28,,Software,2024-05-31,46615,3455.0,7.41,Product,100M,Series A
Company28,New York,Automotive,2020-01-23,8253,55.0,0.67,Operations,5B+,Series A
Company34,India,Cloud,2023-04-24,34382,335.0,0.97,Product,500M,Public
Company13,India,Hardware,2022-08-08,7786,66.0,0.85,Engineering,Not specified,IPO
Company31,UK,Software,2024-08-06,32359,240.0,0.74,Operations,2B,Series A
Meta,USA,Hardware,2024-10-20,14515,226.0,1.56,Sales,2B,Private
Oracle,United States,Hardware,2020-11-13,2909,60.0,2.06,Engineering,1B,Private
Company46,USA,Fintech,2021-03-18,29669,1973.0,6.65,Design,1B,Series A
Company38,Seattle,Cloud,04/05/2021,13835,853.0,6.17,Sales,2B,IPO
Snowflake,Seattle,Social Media,2020-01-01,32695,2032.0,6.22,Marketing,,Series A
Meta,,Automotive,2020-06-22,31102,2914.0,9.37,Operations,,IPO
Palantir,United States,Entertainment,2025-04-19,13693,958.0,7.0,Engineering,100M,Private
Company42,San Francisco,Software,2023-01-03,10821,841.0,7.77,HR,5B+,Private
Company30,Seattle,Social Media,2024-09-13,4372,414.0,9.47,Design,5B+,Series A
Company45,,Software,2025-06-07,2084,194.0,9.31,Engineering,5B+,Public
Company18,Germany,Social Media,2023-02-27,18434,1393.0,7.56,Operations,,Private
Company4,London,Automotive,2022-01-11,39827,2959.0,7.43,Design,,IPO
Company33,Germany,E-commerce,2022-03-30,3128,,,Marketing,100M,IPO
Apple,London,Entertainment,2024-08-11,31566,660.0,2.09,HR,100M,IPO
Company30,Canada,Cloud,2021-10-08,47152,1069.0,2.27,Product,1B,Public
Company9,UK,Fintech,2021-04-12,21732,,,Sales,100M,Public
Twitter,,Social Media,2022-07-30,7283,30.0,0.41,Marketing,1B,Private
Company41,London,Software,2021-02-23,29080,2407.0,8.28,Marketing,1B,Series A
Snowflake,,Hardware,2022-09-18,47631,,,HR,500M,Series A
Company1,France,Automotive,2023-04-09,26346,2358.0,8.95,Finance,2B,Public
Company40,France,Hardware,2020-08-10,9498,541.0,5.7,Operations,500M,IPO
Company46,UK,Fintech,2025-02-01,16448,384.0,2.33,Engineering,100M,Public
Company17,UK,Hardware,2024-10-17,48915,777.0,1.59,Finance,2B,IPO
Palantir,,Fintech,2020-02-04,16773,566.0,3.37,HR,5B+,Series A
Company18,,Automotive,2020-11-10,37881,3712.0,9.8,Design,1B,Private
Apple,,Entertainment,2020-10-20,30825,2796.0,9.07,Marketing,5B+,Private
Company29,Canada,Fintech,2025-01-20,27568,922.0,3.34,Finance,100M,IPO
Company18,France,Cloud,2021-06-12,28408,2541.0,8.94,Product,2B,Private
Airbnb,,Entertainment,2020-11-16,19540,1608.0,8.23,Sales,100M,Public
Company5,Canada,Social Media,2024-08-03,2360,196.0,8.31,Design,2B,Private
Company32,San Francisco,Hardware,2022-04-04,34583,1014.0,2.93,Product,500M,Private
Company43,,Fintech,2024-07-16,23666,239.0,1.01,Operations,5B+,Private
Company42,Canada,Hardware,2024-08-19,11489,610.0,5.31,Marketing,,Public
Company17,,Hardware,2021-08-16,3808,51.0,1.34,Operations,100M,Series A
Company27,UK,Hardware,2020-04-17,42756,3598.0,8.42,Operations,Not specified,Private
Company6,US,Software,2020-12-08,18184,1256.0,6.91,HR,Not specified,Private
Company40,San Francisco,Entertainment,2020-07-14,43095,3339.0,7.75,HR,1B,Series A
Company6,,Automotive,2023-04-02,2692,80.0,2.97,HR,Not specified,Public
Company14,India,Automotive,2024-05-13,1467,75.0,5.11,Product,100M,Series A
Company3,London,Cloud,2021-05-29,13775,1304.0,9.47,Engineering,,Series A
Nvidia,London,Software,2021-09-26,30024,2732.0,9.1,Marketing,2B,Public
Company16,Canada,E-commerce,2024-05-09,24973,1754.0,7.02,Marketing,,Series A
Company34,Germany,E-commerce,2020-08-01,42628,1424.0,3.34,Product,100M,Private
Company6,France,Cloud,2025-09-09,29946,960.0,3.21,Design,100M,Series A
Stripe,,Cloud,2023-02-02,21448,761.0,3.55,Marketing,5B+,IPO
Company32,London,Automotive,2025-05-22,6387,25.0,0.39,HR,2B,Series A
Zoom,London,E-commerce,2021-12-14,25843,1826.0,7.07,Design,1B,Public
Company38,,Hardware,2020-02-20,47614,3947.0,8.29,HR,500M,Private
Company36,India,Software,2020-02-09,37992,2714.0,7.14,Design,5B+,Series A
Company30,San Francisco,Social Media,2021-03-28,43122,2496.0,5.79,HR,100M,Private
Company11,San Francisco,E-commerce,2020-06-02,14495,,,Engineering,500M,Public
Company35,Canada,Automotive,2024-07-17,14644,1446.0,9.87,Marketing,,Series A
Company21,US,E-commerce,2024-11-14,43464,3544.0,8.15,Design,2B,IPO
Company50,USA,Automotive,2022-12-28,13641,448.0,3.28,Design,500M,Series A
Company45,US,Automotive,2023-05-02,6622,685.0,10.34,Operations,Not specified,Series A
Company48,London,Cloud,2022-04-03,6783,137.0,2.02,Finance,5B+,Private
Company36,London,Software,2023-01-14,16611,777.0,4.68,Product,1B,Public
Company11,France,Hardware,2024-08-25,16185,793.0,4.9,Operations,5B+,Private
Company28,San Francisco,Entertainment,2020-05-27,35501,1552.0,4.37,HR,Not specified,IPO
Company48,New York,Social Media,2022-04-06,14603,,,Finance,1B,IPO
Company21,US,Cloud,2021-09-27,45627,,,Product,2B,Series A
Company13,USA,Cloud,2021-10-01,20278,568.0,2.8,Product,500M,Series A
Company32,New York,Software,2021-10-31,32968,2612.0,7.92,HR,2B,Series A
Company23,USA,E-commerce,2022-02-01,19617,1604.0,8.18,Engineering,1B,IPO
Nvidia,,Automotive,2025-06-26,14890,1292.0,8.68,Engineering,5B+,Series A
Palantir,London,Software,2021-03-26,4159,438.0,10.53,Engineering,1B,Series A
Company46,Canada,Cloud,2020-08-19,21001,1388.0,6.61,Operations,1B,Series A
Company18,San Francisco,Cloud,2025-05-17,15082,1372.0,9.1,Operations,100M,Public
Company45,France,Social Media,2024-06-24,38001,719.0,1.89,Product,5B+,Public
Company37,New York,Social Media,2021-04-16,10380,666.0,6.42,Marketing,,Series A
Company6,Canada,Automotive,2025-03-02,15724,1296.0,8.24,Marketing,,IPO
Company24,India,Entertainment,2020-11-06,15716,1566.0,9.96,HR,2B,Public
Company20,London,Entertainment,2022-06-09,33343,356.0,1.07,HR,Not specified,IPO
Amazon,Seattle,E-commerce,2020-06-27,2722,157.0,5.77,Product,Not specified,Series A
Company18,,Hardware,2020-07-25,23065,831.0,3.6,HR,500M,Series A
Zoom,US,Fintech,2023-10-10,24507,2135.0,8.71,Operations,2B,Series A
Company20,US,Cloud,2021-11-20,16330,96.0,0.59,Marketing,500M,Private
Company32,New York,Automotive,2023-12-04,25752,2122.0,8.24,Finance,100M,Series A
Company29,France,E-commerce,2024-10-17,44395,3946.0,8.89,Sales,Not specified,Series A
Company1,India,Software,2022-05-05,15039,1023.0,6.8,Finance,5B+,Public
Company25,,Hardware,2025-07-06,3274,81.0,2.47,Operations,5B+,IPO
Company16,,Entertainment,2022-02-18,43396,,,Finance,,IPO
Company20,San Francisco,Social Media,2021-01-09,34455,,,Product,,Series A
Company42,,Cloud,2021-06-15,41880,2935.0,7.01,Operations,2B,Private
Company26,United States,Automotive,2024-01-18,22548,821.0,3.64,Sales,,Public
Company4,UK,Cloud,2021-08-11,21978,604.0,2.75,Finance,1B,Private
Company9,,Automotive,2023-11-09,17292,469.0,2.71,HR,1B,Series A
Google,London,Cloud,2020-05-11,11973,176.0,1.47,Product,100M,Public
Company8,Germany,Entertainment,2024-01-22,21269,1918.0,9.02,Operations,2B,Series A
Snowflake,San Francisco,Software,2021-04-14,46087,67.0,0.15,Operations,2B,Public
Meta,UK,Cloud,2022-10-03,30954,1182.0,3.82,Engineering,,IPO
Intel,UK,Software,2023-07-26,41281,1684.0,4.08,Design,5B+,IPO
Company11,,Cloud,06/02/2021,9001,301.0,3.34,Operations,1B,Private
Uber,San Francisco,Automotive,2025-11-21,23580,202.0,0.86,Engineering,100M,Series A
Company43,London,Hardware,2023-04-17,28115,,,Sales,1B,Private
Company17,Germany,Hardware,2025-04-12,8370,722.0,8.63,Sales,Not specified,Private
Company3,Canada,Social Media,2025-04-26,39460,717.0,1.82,Marketing,500M,Private
Company2,France,Hardware,2025-01-12,17652,1358.0,7.69,Finance,1B,Private
Company27,United States,Hardware,2023-11-17,41144,1966.0,4.78,Marketing,Not specified,Public
Snowflake,United States,Hardware,2021-01-29,22551,122.0,0.54,Marketing,Not specified,Public
Company37,San Francisco,E-commerce,2024-10-11,18536,1122.0,6.05,Operations,100M,Public
Company39,,Fintech,2022-01-01,26236,459.0,1.75,Engineering,1B,Private
Stripe,United States,Software,2022-08-24,30669,64.0,0.21,Engineering,100M,IPO
Company12,Germany,Automotive,2022-06-06,41280,2234.0,5.41,Marketing,5B+,Private
Airbnb,Germany,Entertainment,2025-09-10,44815,1068.0,2.38,Sales,100M,IPO
Company22,Canada,Cloud,2020-06-30,38029,2399.0,6.31,HR,1B,Private
Netflix,India,Entertainment,2021-10-23,40802,2101.0,5.15,Sales,2B,Private
Company29,India,Cloud,2021-10-06,46331,1868.0,4.03,Finance,1B,Public
Company29,,Fintech,2025-08-22,36950,,,Product,100M,Series A
Company18,USA,Hardware,2022-11-19,28632,673.0,2.35,Operations,2B,Private
Company17,UK,Social Media,2025-12-13,41652,3543.0,8.51,Marketing,1B,Series A
Company37,US,Entertainment,2024-08-22,22699,824.0,3.63,Finance,,IPO
Google,Germany,Entertainment,2020-12-25,26688,2098.0,7.86,Operations,2B,Public
Company35,Canada,Software,2020-07-28,7959,756.0,9.5,Finance,2B,Public
Intel,USA,E-commerce,2020-12-29,20333,1059.0,5.21,Product,1B,IPO
Company43,Canada,Fintech,2021-05-10,45735,,,HR,2B,IPO
Apple,US,Cloud,2025-06-27,43427,3162.0,7.28,HR,Not specified,IPO
Company50,Canada,Fintech,2023-05-31,26734,114.0,0.43,Product,500M,Public
Apple,,Software,2024-02-20,40211,467.0,1.16,Marketing,100M,IPO
Company8,USA,Software,2020-01-27,14383,1391.0,9.67,Product,100M,Private
Company41,India,Automotive,2022-03-25,47501,1595.0,3.36,Sales,Not specified,IPO
Amazon,,Hardware,2023-01-17,1797,53.0,2.95,Product,Not specified,Public
Company27,San Francisco,Software,2025-08-05,9302,873.0,9.39,Marketing,1B,Private
Company8,US,Entertainment,2025-05-18,10740,739.0,6.88,Operations,2B,Series A
Oracle,San Francisco,Fintech,06/09/2020,11051,169.0,1.53,Engineering,,Public
Meta,UK,E-commerce,2023-01-20,38679,243.0,0.63,HR,5B+,IPO
Company8,London,Entertainment,2020-08-04,22313,1406.0,6.3,Marketing,2B,IPO
Meta,India,Social Media,2022-02-16,45764,4223.0,9.23,Marketing,Not specified,Private
Company25,US,Social Media,14/02/2022,8213,,,Sales,100M,Public
Company25,UK,Cloud,2023-06-16,7696,80.0,1.04,Engineering,2B,Private
Google,United States,Cloud,2022-08-09,4679,382.0,8.16,Product,500M,Series A
Company40,Seattle,Cloud,2025-01-03,36453,1246.0,3.42,Design,1B,Series A
Shopify,UK,Software,2025-08-08,13699,1403.0,10.24,Marketing,,Private
Company46,United States,Software,2020-05-08,17569,1561.0,8.88,Marketing,5B+,Private
Company24,Canada,Entertainment,2024-05-28,2908,221.0,7.6,Product,100M,Public
Palantir,United States,Software,2020-11-06,28106,703.0,2.5,Product,Not specified,Series A
Company8,London,Entertainment,2022-03-11,15949,153.0,0.96,Sales,,Series A
Tesla,Canada,Hardware,2022-04-19,2607,311.0,11.93,Design,Not specified,Private
Company34,United States,Cloud,2024-03-02,28273,893.0,3.16,Sales,500M,Private
Company7,San Francisco,E-commerce,2025-06-24,5314,229.0,4.31,Marketing,,Series A
Company21,US,Cloud,2020-09-26,6375,695.0,10.9,Design,5B+,IPO
Palantir,London,Entertainment,07/07/2022,7630,575.0,7.54,Operations,500M,Series A
Shopify,India,Cloud,2020-09-13,37589,,,Design,,Public
Company1,Canada,Social Media,2025-06-04,31565,2507.0,7.94,Sales,,Public
Company30,United States,Automotive,2020-03-30,4822,327.0,6.78,Product,2B,Private
Airbnb,US,Social Media,2024-02-12,18374,55.0,0.3,Design,1B,IPO
Meta,United States,E-commerce,2022-05-08,41324,3973.0,9.61,Marketing,,Public
Company30,,Entertainment,2022-06-13,49053,3027.0,6.17,HR,100M,Private
Company20,,Cloud,2020-03-24,29412,,,HR,2B,IPO
Company38,,E-commerce,2020-12-22,21872,1443.0,6.6,Sales,5B+,Private
Company26,UK,Software,2024-10-04,11902,309.0,2.6,Sales,1B,Series A
Company50,UK,Automotive,2020-04-23,20192,140.0,0.69,Marketing,1B,Series A
Company18,India,Fintech,2022-01-07,11633,,,Finance,500M,Private
Company5,New York,Automotive,2024-03-17,10808,864.0,7.99,Design,100M,Public
Company43,Seattle,Entertainment,2025-11-25,38077,458.0,1.2,Marketing,5B+,Series A
Company34,London,Hardware,2021-10-19,20180,1053.0,5.22,Engineering,100M,IPO
Salesforce,US,Fintech,2025-12-10,23696,2227.0,9.4,Operations,500M,Public
Company37,,Automotive,2022-06-27,24798,1545.0,6.23,Sales,,IPO
Nvidia,London,Automotive,2024-06-24,28424,1579.0,5.56,Finance,100M,IPO
Company36,,Hardware,2025-11-30,16793,806.0,4.8,Sales,1B,Public
Stripe,New York,Cloud,2024-03-15,28729,,,Product,5B+,Public
Company12,New York,Social Media,2021-05-30,25524,1733.0,6.79,Operations,100M,Series A
Company19,Canada,Software,2024-05-29,31183,3051.0,9.78,Design,500M,Private
Company17,,Social Media,2023-12-05,40713,1906.0,4.68,Finance,100M,Series A
Company3,US,Fintech,2025-04-08,45118,3862.0,8.56,HR,,Private
Company1,US,E-commerce,2025-07-10,41931,1739.0,4.15,Engineering,500M,Series A
Company7,India,Cloud,2020-04-22,22586,421.0,1.86,Marketing,2B,Series A
Apple,Germany,E-commerce,2023-09-17,9724,367.0,3.77,Finance,500M,IPO
Company5,Canada,Entertainment,2022-12-18,6577,545.0,8.29,Marketing,500M,Private
Company17,Seattle,E-commerce,2024-07-12,9906,124.0,1.25,Operations,,Public
Company39,New York,Hardware,2020-07-06,33419,1879.0,5.62,Marketing,500M,Private
Company12,Germany,Automotive,25/10/2024,12991,506.0,3.9,Product,1B,Public
Company11,Seattle,Entertainment,28/10/2022,45131,2016.0,4.47,Product,5B+,Private
Shopify,,Software,2020-03-30,42740,955.0,2.23,Marketing,2B,Series A
Company48,France,Entertainment,2022-04-22,23991,344.0,1.43,Product,500M,Public
Company33,,Hardware,2022-10-28,12183,380.0,3.12,Operations,5B+,Series A
Company36,Germany,E-commerce,2020-02-06,21802,2238.0,10.27,Design,500M,IPO
Google,Germany,Software,2025-09-10,29430,518.0,1.76,Design,5B+,Private
Intel,,Software,2021-12-16,26568,1051.0,3.96,Design,5B+,Private
Company15,USA,Automotive,2021-06-08,13523,227.0,1.68,Sales,,Series A
Company30,,Software,2023-09-20,17128,1262.0,7.37,Operations,Not specified,Public
Company16,USA,Entertainment,2021-04-09,27638,450.0,1.63,HR,100M,IPO
Company23,San Francisco,Automotive,2024-01-15,37226,692.0,1.86,Product,5B+,Public
Company13,San Francisco,Entertainment,2023-10-22,6565,402.0,6.12,Design,1B,IPO
Intel,,Software,2021-03-10,15034,470.0,3.13,Engineering,,Private
Company35,,E-commerce,2022-04-28,48618,3988.0,8.2,Product,5B+,Public
Company43,France,Social Media,2022-03-12,25315,2283.0,9.02,Sales,500M,Series A
Company42,London,Entertainment,2021-06-30,8428,818.0,9.71,HR,5B+,Public
Company22,India,Social Media,2025-11-24,6958,573.0,8.24,Marketing,,Public
Company34,New York,Hardware,2024-08-20,11472,769.0,6.7,Product,500M,Series A
Intel,,Cloud,2022-04-12,19953,1886.0,9.45,HR,5B+,Private
Company4,France,Automotive,2023-10-12,22367,933.0,4.17,HR,,Public
Company41,USA,Social Media,2024-10-03,8971,61.0,0.68,Design,Not specified,Public
Oracle,Germany,Cloud,2024-08-31,29251,838.0,2.86,Engineering,,Private
Company40,UK,Social Media,2020-09-01,33063,1193.0,3.61,Marketing,500M,Series A
Intel,UK,Fintech,2020-02-08,4466,26.0,0.58,Marketing,100M,Private
Company35,San Francisco,Fintech,2025-07-12,44188,478.0,1.08,Operations,Not specified,IPO
Palantir,,Fintech,2020-02-27,9977,354.0,3.55,Sales,100M,Series A
Microsoft,France,Entertainment,2021-01-06,33036,2329.0,7.05,HR,Not specified,Private
Company40,Seattle,Entertainment,2025-03-22,13987,81.0,0.58,Operations,500M,IPO
Amazon,London,E-commerce,2021-07-19,12071,950.0,7.87,Design,5B+,Private
Company22,France,Social Media,2021-06-25,10387,970.0,9.34,HR,5B+,IPO
Company14,Seattle,Hardware,2024-06-24,9593,233.0,2.43,Sales,500M,IPO
Netflix,USA,Entertainment,2021-03-01,36330,1282.0,3.53,Engineering,5B+,Series A
Company40,Canada,Hardware,2022-12-15,3651,215.0,5.89,Sales,,Private
Company13,Seattle,E-commerce,2020-03-11,36186,176.0,0.49,Design,500M,IPO
Company11,France,Social Media,2020-10-05,2499,35.0,1.4,Product,100M,IPO
Company37,Canada,Social Media,2023-05-19,37527,,,HR,5B+,Series A
Uber,Seattle,Cloud,2025-01-30,18013,369.0,2.05,Product,500M,Private
Company16,Seattle,Fintech,2021-01-24,32813,,,Operations,Not specified,Series A
Company35,US,Social Media,2022-07-17,39174,3334.0,8.51,Finance,5B+,IPO
